"","Electorate","Religious_Affiliation","Religious_Fraction"
"620","North Sydney","Islam",0.0101903099191461
"621","Page","Islam",0.00169068614203021
"622","Parkes","Islam",0.00307604263538164
"623","Parramatta","Islam",0.0919278660369257
"624","Paterson","Islam",0.00260868447768482
"625","Reid","Islam",0.0275935085774785
"626","Richmond","Islam",0.00117713994232014
"627","Riverina","Islam",0.00575763994531205
"628","Robertson","Islam",0.00340314319056903
"629","Shortland","Islam",0.00199332788859512
"630","Sydney","Islam",0.0142770792432848
"631","Warringah","Islam",0.00426245308247304
"632","Watson","Islam",0.233973662231274
"633","Wentworth","Islam",0.00392602895532001
"634","Werriwa","Islam",0.127319216659158
"635","Whitlam","Islam",0.0125229839768847
"636","Aston","Islam",0.0123218985722478
"637","Ballarat","Islam",0.00331428053572238
"638","Batman","Islam",0.0431577387567608
"639","Bendigo","Islam",0.00331713543086199
"640","Bruce","Islam",0.079867015686799
"641","Calwell","Islam",0.177260800696468
"642","Casey","Islam",0.00239552834708544
"643","Chisholm","Islam",0.0195337918787591
"644","Corangamite","Islam",0.00551918292523242
"645","Corio","Islam",0.0125205117600758
"646","Deakin","Islam",0.0106154653293997
"647","Dunkley","Islam",0.00358653103886433
"648","Flinders","Islam",0.00166125943009029
"649","Gellibrand","Islam",0.0518951245832655
"650","Gippsland","Islam",0.00279655743779408
"651","Goldstein","Islam",0.00486360896042052
"652","Gorton","Islam",0.048445750210589
"653","Higgins","Islam",0.0100622312299437
"654","Holt","Islam",0.0941640315414482
"655","Hotham","Islam",0.0246823812482648
"656","Indi","Islam",0.00201878972485965
"657","Isaacs","Islam",0.0477769233678319
"658","Jagajaga","Islam",0.0187472133955174
"659","Kooyong","Islam",0.0116782096162972
"660","La Trobe","Islam",0.0229223075207849
"661","Lalor","Islam",0.0722824048728549
"662","Mallee","Islam",0.0102026090972062
"663","Maribyrnong","Islam",0.0324125540059008
"664","McEwen","Islam",0.0324227785931763
"665","McMillan","Islam",0.00539061005928476
"666","Melbourne","Islam",0.0405622432200505
"667","Melbourne Ports","Islam",0.011456200723091
"668","Menzies","Islam",0.0194132402661141
"669","Murray","Islam",0.0262165843457205
"670","Scullin","Islam",0.0784563542621721
"671","Wannon","Islam",0.00176419579583171
"672","Wills","Islam",0.094595311496089
"673","Blair","Islam",0.00387668805455511
"674","Bonner","Islam",0.0131251837793044
"675","Bowman","Islam",0.00276171689000748
"676","Brisbane","Islam",0.0125514076858304
"677","Capricornia","Islam",0.00390790870488323
"678","Dawson","Islam",0.00281486504641329
"679","Dickson","Islam",0.00242789826080415
"680","Fadden","Islam",0.0126120283018868
"681","Fairfax","Islam",0.00243055329297616
"682","Fisher","Islam",0.00156243311502076
"683","Flynn","Islam",0.00337003498662276
"684","Forde","Islam",0.012462395341251
"685","Griffith","Islam",0.014003629395566
"686","Groom","Islam",0.0106538766407373
"687","Herbert","Islam",0.00538131726646583
"688","Hinkler","Islam",0.00306246295407717
"689","Kennedy","Islam",0.00221372768575363
"690","Leichhardt","Islam",0.00312341478150346
"691","Lilley","Islam",0.00754947707160097
"692","Longman","Islam",0.00188051857479109
"693","Maranoa","Islam",0.00130639261452709
"694","McPherson","Islam",0.00383293420679373
"695","Moncrieff","Islam",0.00857317057996441
"696","Moreton","Islam",0.0433982197873108
"697","Oxley","Islam",0.0258688299593157
"698","Petrie","Islam",0.0053715363696499
"699","Rankin","Islam",0.0484288664396941
"700","Ryan","Islam",0.0134213931212946
"701","Wide Bay","Islam",0.000770309095199101
"702","Wright","Islam",0.00399521852247231
"703","Adelaide","Islam",0.0371446751752915
"704","Barker","Islam",0.00673569584353387
"705","Boothby","Islam",0.0163197015825996
"706","Grey","Islam",0.00216685478589245
"707","Hindmarsh","Islam",0.0194256924287405
"708","Kingston","Islam",0.00452308191578549
"709","Makin","Islam",0.0285125708132403
"710","Mayo","Islam",0.000983137062129988
"711","Port Adelaide","Islam",0.0334492325212314
"712","Sturt","Islam",0.0178729452146631
"713","Wakefield","Islam",0.0152010558105248
"714","Brand","Islam",0.00706573757399516
"715","Burt","Islam",0.0513203343938667
"716","Canning","Islam",0.00438983967839802
"717","Cowan","Islam",0.042287410700972
"718","Curtin","Islam",0.00953272856883273
"719","Durack","Islam",0.00826346251182852
"720","Forrest","Islam",0.00462887770017866
"721","Fremantle","Islam",0.00956677244124133
"722","Hasluck","Islam",0.0245846852241238
"723","Moore","Islam",0.00858418058149981
"724","O'Connor","Islam",0.00585966236574273
"725","Pearce","Islam",0.0116085231867872
"726","Perth","Islam",0.0214641701248933
"727","Stirling","Islam",0.0445902481215201
"728","Swan","Islam",0.0541169838604919
"729","Tangney","Islam",0.0182963583704553
"730","Bass","Islam",0.00712101785185916
"731","Braddon","Islam",0.00136001153949185
"732","Denison","Islam",0.0125861581507804
"733","Franklin","Islam",0.00245102732512494
"734","Lyons","Islam",0.000888803014201526
"735","Solomon","Islam",0.0171398527865405
"736","Banks","Judaism",0.00116170108981682
"737","Barton","Judaism",0.00152733584032398
"738","Bennelong","Judaism",0.00252148590098729
"739","Berowra","Judaism",0.00197056553852938
"740","Blaxland","Judaism",0.000217597947707777
"741","Bradfield","Judaism",0.0214033883498175
"742","Calare","Judaism",0.000309985244702352
"743","Chifley","Judaism",0.000221899105980181
"744","Cook","Judaism",0.00170427579065453
"745","Cowper","Judaism",0.000828516014837969
"746","Cunningham","Judaism",0.000656455142231947
"747","Dobell","Judaism",0.00081133532813646
"748","Eden-Monaro","Judaism",0.000752379144863487
"749","Farrer","Judaism",0.000286620319551165
"750","Fowler","Judaism",0.000121776722379517
"751","Gilmore","Judaism",0.000791034060996038
"752","Grayndler","Judaism",0.00438088995605733
"753","Greenway","Judaism",0.000646803906695596
"754","Hughes","Judaism",0.000935622258106994
"755","Hume","Judaism",0.000690373930418274
"756","Hunter","Judaism",0.000408173677899946
"757","Kingsford Smith","Judaism",0.0285522985962165
"758","Lindsay","Judaism",0.000498414681014604
"759","Lyne","Judaism",0.000481165795985703
"760","Macarthur","Judaism",0.000432053426492282
"761","Mackellar","Judaism",0.00318276328450405
"762","Macquarie","Judaism",0.0014988793755612
"763","McMahon","Judaism",0.00021726928717568
"764","Mitchell","Judaism",0.00113392723315238
"765","New England","Judaism",0.000337259378405023
"766","Newcastle","Judaism",0.000621126134372466
"767","North Sydney","Judaism",0.0110508524943353
"768","Page","Judaism",0.000465095816023179
"769","Parkes","Judaism",0.000234117409881055
"770","Parramatta","Judaism",0.000574280807213396
"771","Paterson","Judaism",0.000404795867226956
"772","Reid","Judaism",0.00147231550563285
"773","Richmond","Judaism",0.00275319953175989
"774","Riverina","Judaism",0.000211819529760644
"775","Robertson","Judaism",0.00149542637121514
"776","Shortland","Judaism",0.000456804307803048
"777","Sydney","Judaism",0.00845734610177789
"778","Warringah","Judaism",0.00475792931658216
"779","Watson","Judaism",0.0004919739597039
"780","Wentworth","Judaism",0.124797018136472
"781","Werriwa","Judaism",0.000122872405783195
"782","Whitlam","Judaism",0.000742054110848437
"783","Aston","Judaism",0.00108073931391433
"784","Ballarat","Judaism",0.000550222354563285
"785","Batman","Judaism",0.00174730186955126
"786","Bendigo","Judaism",0.000611576071421449
"787","Bruce","Judaism",0.00156676920725299
"788","Calwell","Judaism",0.000163234707326216
"789","Casey","Judaism",0.000742473698219464
"790","Chisholm","Judaism",0.00302858915181259
"791","Corangamite","Judaism",0.00045174806861333
"792","Corio","Judaism",0.000473604866790293
"793","Deakin","Judaism",0.00102884163333719
"794","Dunkley","Judaism",0.00172836638634795
"795","Flinders","Judaism",0.00104235885809587
"796","Gellibrand","Judaism",0.00094047855889747
"797","Gippsland","Judaism",0.000349569679724259
"798","Goldstein","Judaism",0.0676095836127538
"799","Gorton","Judaism",0.000323588026215766
"800","Higgins","Judaism",0.0376895194293955
"801","Holt","Judaism",0.000780530760917424
"802","Hotham","Judaism",0.0265001784746368
"803","Indi","Judaism",0.000499347281767404
"804","Isaacs","Judaism",0.0034981784260088
"805","Jagajaga","Judaism",0.00123141379041903
"806","Kooyong","Judaism",0.00782673883589296
"807","La Trobe","Judaism",0.00126779855381773
"808","Lalor","Judaism",0.000491423792670888
"809","Mallee","Judaism",0.000252539829138767
"810","Maribyrnong","Judaism",0.000474711117253646
"811","McEwen","Judaism",0.000451239959910892
"812","McMillan","Judaism",0.000430292598967298
"813","Melbourne","Judaism",0.00325514279002651
"814","Melbourne Ports","Judaism",0.0989365210735599
"815","Menzies","Judaism",0.00268295343003599
"816","Murray","Judaism",0.000192617255754441
"817","Scullin","Judaism",0.000297679292237715
"818","Wannon","Judaism",0.00038872110755614
"819","Wills","Judaism",0.00137931847520469
"820","Blair","Judaism",0.000441405075518651
"821","Bonner","Judaism",0.00114945601325884
"822","Bowman","Judaism",0.000721039385075845
"823","Brisbane","Judaism",0.00191596597634941
"824","Capricornia","Judaism",0.000159235668789809
"825","Dawson","Judaism",0.000390242654161842
"826","Dickson","Judaism",0.000636040952830382
"827","Fadden","Judaism",0.00170990566037736
"828","Fairfax","Judaism",0.0010816939588044
"829","Fisher","Judaism",0.000606423811766049
"830","Flynn","Judaism",0.00030870549495781
"831","Forde","Judaism",0.000658459084923099
"832","Griffith","Judaism",0.00154820370299869
"833","Groom","Judaism",0.00037617723321645
"834","Herbert","Judaism",0.000387504843810548
"835","Hinkler","Judaism",0.000451607440232578
"836","Kennedy","Judaism",0.000283151215619651
"837","Leichhardt","Judaism",0.00103163882381775
"838","Lilley","Judaism",0.000778761061946903
"839","Longman","Judaism",0.000460789319650796
"840","Maranoa","Judaism",0.000341671914568622
"841","McPherson","Judaism",0.0018933771382957
"842","Moncrieff","Judaism",0.00342180248111787
"843","Moreton","Judaism",0.000967919479221363
"844","Oxley","Judaism",0.000943581197000147
"845","Petrie","Judaism",0.00061248989391675
"846","Rankin","Judaism",0.000524641402020428
"847","Ryan","Judaism",0.00239460826912307
"848","Wide Bay","Judaism",0.000721731044150509
"849","Wright","Judaism",0.000779866655586594
"850","Adelaide","Judaism",0.00108295297414373
"851","Barker","Judaism",0.000173910716913486
"852","Boothby","Judaism",0.00107655174305384
"853","Grey","Judaism",0.000160249710853783
"854","Hindmarsh","Judaism",0.000674411377716655
"855","Kingston","Judaism",0.000365091813830219
"856","Makin","Judaism",0.000468186712861089
"857","Mayo","Judaism",0.000719542342573397
"858","Port Adelaide","Judaism",0.000296814993397381
"859","Sturt","Judaism",0.00150840685420075
"860","Wakefield","Judaism",0.00023779516324638
"861","Brand","Judaism",0.000384073742158494
"862","Burt","Judaism",0.000385109874809667
"863","Canning","Judaism",0.000561570754490854
"864","Cowan","Judaism",0.00132169339424419
"865","Curtin","Judaism",0.00369707728219393
"866","Durack","Judaism",0.000368609845734029
"867","Forrest","Judaism",0.000609062855286666
"868","Fremantle","Judaism",0.00123702468671005
"869","Hasluck","Judaism",0.000744990461337084
"870","Moore","Judaism",0.00107658743173295
"871","O'Connor","Judaism",0.000294262520550399
"872","Pearce","Judaism",0.000720718738137025
"873","Perth","Judaism",0.00840564170786755
"874","Stirling","Judaism",0.0146494405102979
"875","Swan","Judaism",0.000894596879940197
"876","Tangney","Judaism",0.000904159132007233
"877","Bass","Judaism",0.000522733997435645
"878","Braddon","Judaism",0.000267881060809001
"879","Denison","Judaism",0.000799430649391165
"880","Franklin","Judaism",0.000478716274438466
"881","Lyons","Judaism",0.000347792483817989
"882","Solomon","Judaism",0.000692253767963547
"883","Banks","Sikhism",0.00298448070035814
"884","Barton","Sikhism",0.00163725773792305
"885","Bennelong","Sikhism",0.00396571726211615
"886","Berowra","Sikhism",0.00385845000551207
"887","Blaxland","Sikhism",0.00361327118430546
"888","Bradfield","Sikhism",0.00399987519890175
"889","Calare","Sikhism",0.00110974717603442
"890","Chifley","Sikhism",0.0227446583629685
"891","Cook","Sikhism",0.00112899282334498
"892","Cowper","Sikhism",0.00239767513384927
"893","Cunningham","Sikhism",0.000547045951859956
"894","Dobell","Sikhism",0.000746428501885543
"895","Eden-Monaro","Sikhism",0.00307052029390234
"896","Farrer","Sikhism",0.00704964020002439
"897","Fowler","Sikhism",0.00293481900934636
"898","Gilmore","Sikhism",0.00042543008322476
"899","Grayndler","Sikhism",0.00073572197735314
"900","Greenway","Sikhism",0.0447999905919432
"901","Hughes","Sikhism",0.0013861070490474
"902","Hume","Sikhism",0.000935987732586313
"903","Hunter","Sikhism",0.000408173677899946
"904","Kingsford Smith","Sikhism",0.00116319976395556
"905","Lindsay","Sikhism",0.00812475980015373
"906","Lyne","Sikhism",0.000254330492163871
"907","Macarthur","Sikhism",0.00593764851836536
"908","Mackellar","Sikhism",0.00261080793739444
"909","Macquarie","Sikhism",0.000466632258429429
"910","McMahon","Sikhism",0.00490062947740701
"911","Mitchell","Sikhism",0.00939074220099186
"912","New England","Sikhism",0.000849634203289576
"913","Newcastle","Sikhism",0.00108533619269294
"914","North Sydney","Sikhism",0.00160964798236816
"915","Page","Sikhism",0.00688844614001898
"916","Parkes","Sikhism",0.000721862013799921
"917","Parramatta","Sikhism",0.0181784027479605
"918","Paterson","Sikhism",0.0010666049834869
"919","Reid","Sikhism",0.00301631678494819
"920","Richmond","Sikhism",0.00203383623367536
"921","Riverina","Sikhism",0.000828021798155244
"922","Robertson","Sikhism",0.000831568869974773
"923","Shortland","Sikhism",0.000567544746058333
"924","Sydney","Sikhism",0.000954136506461652
"925","Warringah","Sikhism",0.00114706141869099
"926","Watson","Sikhism",0.00293468187590815
"927","Wentworth","Sikhism",0.000527581552460106
"928","Werriwa","Sikhism",0.00337021455862477
"929","Whitlam","Sikhism",0.000466246388232204
"930","Aston","Sikhism",0.00585951859312738
"931","Ballarat","Sikhism",0.00211673776402582
"932","Batman","Sikhism",0.00769924180682127
"933","Bendigo","Sikhism",0.00149570234858507
"934","Bruce","Sikhism",0.0226480947194783
"935","Calwell","Sikhism",0.0163113792728196
"936","Casey","Sikhism",0.00170208593082387
"937","Chisholm","Sikhism",0.00650720962337244
"938","Corangamite","Sikhism",0.00206887521277989
"939","Corio","Sikhism",0.00292834558480195
"940","Deakin","Sikhism",0.00757663507464212
"941","Dunkley","Sikhism",0.00102472315396124
"942","Flinders","Sikhism",0.000592841600542027
"943","Gellibrand","Sikhism",0.00710181886141807
"944","Gippsland","Sikhism",0.000950829528849986
"945","Goldstein","Sikhism",0.00183570756027014
"946","Gorton","Sikhism",0.0194923263410926
"947","Higgins","Sikhism",0.00205272115472061
"948","Holt","Sikhism",0.0272735460112877
"949","Hotham","Sikhism",0.0172855990798641
"950","Indi","Sikhism",0.00131970353038528
"951","Isaacs","Sikhism",0.00877380967388153
"952","Jagajaga","Sikhism",0.00207358758961366
"953","Kooyong","Sikhism",0.0023315153474233
"954","La Trobe","Sikhism",0.00675309782435575
"955","Lalor","Sikhism",0.033533207747253
"956","Mallee","Sikhism",0.00313870930501039
"957","Maribyrnong","Sikhism",0.01501048570759
"958","McEwen","Sikhism",0.0191230745115921
"959","McMillan","Sikhism",0.00454795371964047
"960","Melbourne","Sikhism",0.00142382534409112
"961","Melbourne Ports","Sikhism",0.00153081226392199
"962","Menzies","Sikhism",0.0046242774566474
"963","Murray","Sikhism",0.00654210750794546
"964","Scullin","Sikhism",0.0293749925580177
"965","Wannon","Sikhism",0.000605507879077834
"966","Wills","Sikhism",0.00469204062505526
"967","Blair","Sikhism",0.0011898745513981
"968","Bonner","Sikhism",0.00522601513004892
"969","Bowman","Sikhism",0.00204747976328141
"970","Brisbane","Sikhism",0.00365497968099777
"971","Capricornia","Sikhism",0.00102176220806794
"972","Dawson","Sikhism",0.0015673680372074
"973","Dickson","Sikhism",0.00207226245922157
"974","Fadden","Sikhism",0.00219929245283019
"975","Fairfax","Sikhism",0.0012641483614943
"976","Fisher","Sikhism",0.00122711641910306
"977","Flynn","Sikhism",0.00122839061535295
"978","Forde","Sikhism",0.00284526815595211
"979","Griffith","Sikhism",0.00562175606908542
"980","Groom","Sikhism",0.00178012440718499
"981","Herbert","Sikhism",0.0012812660158252
"982","Hinkler","Sikhism",0.00057862203279799
"983","Kennedy","Sikhism",0.0056887653319948
"984","Leichhardt","Sikhism",0.00445143602984343
"985","Lilley","Sikhism",0.0128849557522124
"986","Longman","Sikhism",0.000560419442818536
"987","Maranoa","Sikhism",0.00119250197633754
"988","McPherson","Sikhism",0.00124685811546302
"989","Moncrieff","Sikhism",0.00520736123035574
"990","Moreton","Sikhism",0.0176819277413314
"991","Oxley","Sikhism",0.00609038772609186
"992","Petrie","Sikhism",0.00572678050812162
"993","Rankin","Sikhism",0.0103309705865937
"994","Ryan","Sikhism",0.00187320162987853
"995","Wide Bay","Sikhism",0.000520479118377771
"996","Wright","Sikhism",0.000754297257042771
"997","Adelaide","Sikhism",0.010254402173248
"998","Barker","Sikhism",0.00414041283728646
"999","Boothby","Sikhism",0.00270166488384212
"1000","Grey","Sikhism",0.00104510680991597
"1001","Hindmarsh","Sikhism",0.0107310751571974
"1002","Kingston","Sikhism",0.00139275766016713
"1003","Makin","Sikhism",0.00749767578738973
"1004","Mayo","Sikhism",0.00038470580692043
"1005","Port Adelaide","Sikhism",0.00757786850490048
"1006","Sturt","Sikhism",0.00988174090263066
"1007","Wakefield","Sikhism",0.00132570803509857
"1008","Brand","Sikhism",0.00425529320677189
"1009","Burt","Sikhism",0.0138343316566242
"1010","Canning","Sikhism",0.00316397181188749
"1011","Cowan","Sikhism",0.0039921918421017
"1012","Curtin","Sikhism",0.00178913380764016
"1013","Durack","Sikhism",0.000500649193459651
"1014","Forrest","Sikhism",0.00115721942504466
"1015","Fremantle","Sikhism",0.00246060345291239
"1016","Hasluck","Sikhism",0.00549343433640149
"1017","Moore","Sikhism",0.00142594361818934
"1018","O'Connor","Sikhism",0.000838008482437005
"1019","Pearce","Sikhism",0.00744926085066818
"1020","Perth","Sikhism",0.00397778792632157
"1021","Stirling","Sikhism",0.00918292880696254
"1022","Swan","Sikhism",0.0112804990134925
"1023","Tangney","Sikhism",0.00489569090989282
"1024","Bass","Sikhism",0.00077916954334747
"1025","Braddon","Sikhism",0.000185456119021616
"1026","Denison","Sikhism",0.00289549881547776
"1027","Franklin","Sikhism",0.000737223062635237
"1028","Lyons","Sikhism",0.000106269925611052
"1029","Solomon","Sikhism",0.00385559060637925
"1030","Banks","Secular_and_Other_Beliefs",0.238893239028022
"1031","Barton","Secular_and_Other_Beliefs",0.251802140584322
"1032","Bennelong","Secular_and_Other_Beliefs",0.308876103889954
"1033","Berowra","Secular_and_Other_Beliefs",0.268637691544482
"1034","Blaxland","Secular_and_Other_Beliefs",0.133754022698902
"1035","Bradfield","Secular_and_Other_Beliefs",0.319409690805279
"1036","Calare","Secular_and_Other_Beliefs",0.213679028878225
"1037","Chifley","Secular_and_Other_Beliefs",0.144275295038219
"1038","Cook","Secular_and_Other_Beliefs",0.217313140901181
"1039","Cowper","Secular_and_Other_Beliefs",0.286277389672422
"1040","Cunningham","Secular_and_Other_Beliefs",0.289586819410478
"1041","Dobell","Secular_and_Other_Beliefs",0.267760130332907
"1042","Eden-Monaro","Secular_and_Other_Beliefs",0.295583331073937
"1043","Farrer","Secular_and_Other_Beliefs",0.229924381022076
"1044","Fowler","Secular_and_Other_Beliefs",0.131500593661522
"1045","Gilmore","Secular_and_Other_Beliefs",0.292589539737829
"1046","Grayndler","Secular_and_Other_Beliefs",0.407322440189147
"1047","Greenway","Secular_and_Other_Beliefs",0.153780568834636
"1048","Hughes","Secular_and_Other_Beliefs",0.228569052387916
"1049","Hume","Secular_and_Other_Beliefs",0.210212223601495
"1050","Hunter","Secular_and_Other_Beliefs",0.256473379422944
"1051","Kingsford Smith","Secular_and_Other_Beliefs",0.288360058557178
"1052","Lindsay","Secular_and_Other_Beliefs",0.218263595311299
"1053","Lyne","Secular_and_Other_Beliefs",0.243284300247457
"1054","Macarthur","Secular_and_Other_Beliefs",0.181203207070863
"1055","Mackellar","Secular_and_Other_Beliefs",0.317939884128576
"1056","Macquarie","Secular_and_Other_Beliefs",0.3033887400222
"1057","McMahon","Secular_and_Other_Beliefs",0.119896434973113
"1058","Mitchell","Secular_and_Other_Beliefs",0.212018325306779
"1059","New England","Secular_and_Other_Beliefs",0.208679240388108
"1060","Newcastle","Secular_and_Other_Beliefs",0.331615974056542
"1061","North Sydney","Secular_and_Other_Beliefs",0.344922798806384
"1062","Page","Secular_and_Other_Beliefs",0.289647847046327
"1063","Parkes","Secular_and_Other_Beliefs",0.198850223387029
"1064","Parramatta","Secular_and_Other_Beliefs",0.185396092743667
"1065","Paterson","Secular_and_Other_Beliefs",0.253794158088849
"1066","Reid","Secular_and_Other_Beliefs",0.282552234114708
"1067","Richmond","Secular_and_Other_Beliefs",0.332777461693904
"1068","Riverina","Secular_and_Other_Beliefs",0.183480644188121
"1069","Robertson","Secular_and_Other_Beliefs",0.288882832645018
"1070","Shortland","Secular_and_Other_Beliefs",0.289032543846292
"1071","Sydney","Secular_and_Other_Beliefs",0.436804691753963
"1072","Warringah","Secular_and_Other_Beliefs",0.354543788560608
"1073","Watson","Secular_and_Other_Beliefs",0.155515256913378
"1074","Wentworth","Secular_and_Other_Beliefs",0.329800135663828
"1075","Werriwa","Secular_and_Other_Beliefs",0.111152718698255
"1076","Whitlam","Secular_and_Other_Beliefs",0.248883635408458
"1077","Aston","Secular_and_Other_Beliefs",0.325148142157656
"1078","Ballarat","Secular_and_Other_Beliefs",0.369730002654014
"1079","Batman","Secular_and_Other_Beliefs",0.35643723296535
"1080","Bendigo","Secular_and_Other_Beliefs",0.376159169320153
"1081","Bruce","Secular_and_Other_Beliefs",0.228614555668074
"1082","Calwell","Secular_and_Other_Beliefs",0.134976965769077
"1083","Casey","Secular_and_Other_Beliefs",0.4049073308771
"1084","Chisholm","Secular_and_Other_Beliefs",0.359520290939167
"1085","Corangamite","Secular_and_Other_Beliefs",0.369948932827026
"1086","Corio","Secular_and_Other_Beliefs",0.324432674733514
"1087","Deakin","Secular_and_Other_Beliefs",0.357096622537764
"1088","Dunkley","Secular_and_Other_Beliefs",0.393261420539551
"1089","Flinders","Secular_and_Other_Beliefs",0.391053955100392
"1090","Gellibrand","Secular_and_Other_Beliefs",0.321505006842584
"1091","Gippsland","Secular_and_Other_Beliefs",0.349912258010389
"1092","Goldstein","Secular_and_Other_Beliefs",0.347558373468268
"1093","Gorton","Secular_and_Other_Beliefs",0.202617467589834
"1094","Higgins","Secular_and_Other_Beliefs",0.367118784996947
"1095","Holt","Secular_and_Other_Beliefs",0.216822439258696
"1096","Hotham","Secular_and_Other_Beliefs",0.262417207599053
"1097","Indi","Secular_and_Other_Beliefs",0.324468730159862
"1098","Isaacs","Secular_and_Other_Beliefs",0.302217403910396
"1099","Jagajaga","Secular_and_Other_Beliefs",0.370011535657922
"1100","Kooyong","Secular_and_Other_Beliefs",0.365992888534309
"1101","La Trobe","Secular_and_Other_Beliefs",0.353282578918867
"1102","Lalor","Secular_and_Other_Beliefs",0.228675871522853
"1103","Mallee","Secular_and_Other_Beliefs",0.299728700069268
"1104","Maribyrnong","Secular_and_Other_Beliefs",0.217952492834266
"1105","McEwen","Secular_and_Other_Beliefs",0.283839434572581
"1106","McMillan","Secular_and_Other_Beliefs",0.355242398164085
"1107","Melbourne","Secular_and_Other_Beliefs",0.450681470615025
"1108","Melbourne Ports","Secular_and_Other_Beliefs",0.387998680763415
"1109","Menzies","Secular_and_Other_Beliefs",0.314269095139419
"1110","Murray","Secular_and_Other_Beliefs",0.277355089910983
"1111","Scullin","Secular_and_Other_Beliefs",0.199927366252694
"1112","Wannon","Secular_and_Other_Beliefs",0.314744490625841
"1113","Wills","Secular_and_Other_Beliefs",0.321593407565031
"1114","Blair","Secular_and_Other_Beliefs",0.292869069019121
"1115","Bonner","Secular_and_Other_Beliefs",0.281576625945628
"1116","Bowman","Secular_and_Other_Beliefs",0.297925311203319
"1117","Brisbane","Secular_and_Other_Beliefs",0.358724967355357
"1118","Capricornia","Secular_and_Other_Beliefs",0.226240711252654
"1119","Dawson","Secular_and_Other_Beliefs",0.245392257841638
"1120","Dickson","Secular_and_Other_Beliefs",0.303124807648905
"1121","Fadden","Secular_and_Other_Beliefs",0.311757075471698
"1122","Fairfax","Secular_and_Other_Beliefs",0.341906518183536
"1123","Fisher","Secular_and_Other_Beliefs",0.326056247592141
"1124","Flynn","Secular_and_Other_Beliefs",0.245954671743157
"1125","Forde","Secular_and_Other_Beliefs",0.311602169894526
"1126","Griffith","Secular_and_Other_Beliefs",0.344253245517189
"1127","Groom","Secular_and_Other_Beliefs",0.201234667419021
"1128","Herbert","Secular_and_Other_Beliefs",0.28595357441968
"1129","Hinkler","Secular_and_Other_Beliefs",0.270258827514183
"1130","Kennedy","Secular_and_Other_Beliefs",0.24596187754997
"1131","Leichhardt","Secular_and_Other_Beliefs",0.308129427924924
"1132","Lilley","Secular_and_Other_Beliefs",0.289267900241352
"1133","Longman","Secular_and_Other_Beliefs",0.313492409429991
"1134","Maranoa","Secular_and_Other_Beliefs",0.196950410676242
"1135","McPherson","Secular_and_Other_Beliefs",0.317143969230972
"1136","Moncrieff","Secular_and_Other_Beliefs",0.315875919220576
"1137","Moreton","Secular_and_Other_Beliefs",0.326751902626035
"1138","Oxley","Secular_and_Other_Beliefs",0.269839713739523
"1139","Petrie","Secular_and_Other_Beliefs",0.293676654335203
"1140","Rankin","Secular_and_Other_Beliefs",0.280376179047832
"1141","Ryan","Secular_and_Other_Beliefs",0.352754121365442
"1142","Wide Bay","Secular_and_Other_Beliefs",0.315167455481686
"1143","Wright","Secular_and_Other_Beliefs",0.282803940244316
"1144","Adelaide","Secular_and_Other_Beliefs",0.355330943086844
"1145","Barker","Secular_and_Other_Beliefs",0.347761233963425
"1146","Boothby","Secular_and_Other_Beliefs",0.382059299487095
"1147","Grey","Secular_and_Other_Beliefs",0.337687945041317
"1148","Hindmarsh","Secular_and_Other_Beliefs",0.311921874070205
"1149","Kingston","Secular_and_Other_Beliefs",0.433600616599508
"1150","Makin","Secular_and_Other_Beliefs",0.335823640753647
"1151","Mayo","Secular_and_Other_Beliefs",0.406904756816061
"1152","Port Adelaide","Secular_and_Other_Beliefs",0.315926244502865
"1153","Sturt","Secular_and_Other_Beliefs",0.301688074870612
"1154","Wakefield","Secular_and_Other_Beliefs",0.375823365752741
"1155","Brand","Secular_and_Other_Beliefs",0.362065707091952
"1156","Burt","Secular_and_Other_Beliefs",0.296943412547472
"1157","Canning","Secular_and_Other_Beliefs",0.337387600243804
"1158","Cowan","Secular_and_Other_Beliefs",0.280429448684407
"1159","Curtin","Secular_and_Other_Beliefs",0.348252100135583
"1160","Durack","Secular_and_Other_Beliefs",0.319782795272991
"1161","Forrest","Secular_and_Other_Beliefs",0.359550105570895
"1162","Fremantle","Secular_and_Other_Beliefs",0.347966976819233
"1163","Hasluck","Secular_and_Other_Beliefs",0.324244913873533
"1164","Moore","Secular_and_Other_Beliefs",0.328758430891643
"1165","O'Connor","Secular_and_Other_Beliefs",0.344267958010018
"1166","Pearce","Secular_and_Other_Beliefs",0.337857539763318
"1167","Perth","Secular_and_Other_Beliefs",0.338178159892514
"1168","Stirling","Secular_and_Other_Beliefs",0.263014216984702
"1169","Swan","Secular_and_Other_Beliefs",0.306332030244727
"1170","Tangney","Secular_and_Other_Beliefs",0.303841573677943
"1171","Bass","Secular_and_Other_Beliefs",0.36135713581221
"1172","Braddon","Secular_and_Other_Beliefs",0.361041851264193
"1173","Denison","Secular_and_Other_Beliefs",0.414670527331754
"1174","Franklin","Secular_and_Other_Beliefs",0.393801581678571
"1175","Lyons","Secular_and_Other_Beliefs",0.355270022220075
"1176","Solomon","Secular_and_Other_Beliefs",0.325604626708728
"1177","Banks","Affiliation_Not_Stated",0.0725966907564535
"1178","Barton","Affiliation_Not_Stated",0.0915649407000289
